"Rank","Season","Player","Team","Pos","Games","Routes Run","Tgts","Catchable","Rec","Drops","Yds","Intended Air Yards","Air Yards","YAC","YAContact","TDs","Brkn Tkls","Missed Tkls","First Downs","DPI","DPI Yards"
"[object Object]","2020","Deebo Samuel","49ers","WR","6","25","17","17","17","0","191","-72","-72","263","137","1","3","6","9","0","0"
"[object Object]","2020","Alvin Kamara","Saints","RB","15","51","38","34","28","5","177","-142","-109","286","60","2","4","4","8","0","0"
"[object Object]","2020","Myles Gaskin","Dolphins","RB","10","29","23","21","20","1","177","-77","-66","243","64","1","3","0","7","0","0"
"[object Object]","2020","Dalvin Cook","Vikings","RB","12","31","23","22","19","2","170","-86","-70","240","86","1","1","5","8","0","0"
"[object Object]","2020","Nyheim Hines","Colts","RB","13","34","22","22","21","1","168","-91","-85","253","54","1","1","4","8","0","0"
"[object Object]","2020","Austin Ekeler","Chargers","RB","8","31","23","21","21","0","165","-83","-75","240","75","1","7","2","8","0","0"
"[object Object]","2020","Diontae Johnson","Steelers","WR","14","65","19","18","17","1","165","103","65","100","32","1","1","3","7","0","0"
"[object Object]","2020","Giovani Bernard","Bengals","RB","9","24","18","15","14","1","156","-42","-46","215","42","0","1","0","6","0","0"
"[object Object]","2020","James White","Patriots","RB","10","28","23","23","22","0","149","-92","-91","240","60","0","0","4","8","0","0"
"[object Object]","2020","Darren Waller","Raiders","TE","13","31","20","18","18","0","144","26","-6","150","47","0","3","0","7","0","0"
"[object Object]","2020","DK Metcalf","Seahawks","WR","15","40","15","14","14","0","142","62","48","136","54","1","2","3","5","0","0"
"[object Object]","2020","Michael Gallup","Cowboys","WR","14","49","13","12","11","1","141","44","36","105","28","0","0","1","4","0","0"
"[object Object]","2020","Mecole Hardman","Chiefs","WR","12","40","14","14","13","1","140","-9","-24","164","53","2","1","3","6","0","0"
"[object Object]","2020","Davante Adams","Packers","WR","12","46","22","22","21","0","135","18","-22","161","50","1","0","3","5","0","0"
"[object Object]","2020","Robert Woods","Rams","WR","15","45","26","23","21","0","133","-57","-60","193","38","0","2","2","6","0","0"
"[object Object]","2020","Antonio Brown","Buccaneers","WR","8","28","20","19","18","0","122","-19","-27","149","41","0","2","2","6","0","0"
"[object Object]","2020","Jamison Crowder","Jets","WR","12","29","9","9","9","0","122","-5","-5","127","76","1","1","2","3","0","0"
"[object Object]","2020","Tyler Boyd","Bengals","WR","13","37","11","11","11","0","121","-9","-9","130","14","1","0","0","3","0","0"
"[object Object]","2020","Aaron Jones","Packers","RB","11","32","22","20","19","1","120","-78","-74","194","52","0","1","3","4","0","0"
"[object Object]","2020","Keenan Allen","Chargers","WR","12","46","21","20","19","1","115","-47","-40","155","40","0","1","2","8","0","0"
"[object Object]","2020","Ezekiel Elliott","Cowboys","RB","11","36","19","18","17","1","112","-55","-43","155","40","1","3","3","8","0","0"
"[object Object]","2020","Rex Burkhead","Patriots","RB","8","19","16","15","15","0","112","-58","-54","166","36","2","1","2","8","0","0"
"[object Object]","2020","Justin Jefferson","Vikings","WR","16","52","10","10","9","1","112","14","10","102","25","0","0","3","3","0","0"
"[object Object]","2020","D'Andre Swift","Lions","RB","12","24","14","14","12","2","110","-48","-43","153","30","0","1","4","4","0","0"
"[object Object]","2020","Devin Singletary","Bills","RB","11","30","17","16","12","4","109","-43","-26","135","31","0","3","3","4","0","0"
"[object Object]","2020","Tyreek Hill","Chiefs","WR","15","54","14","13","12","1","107","9","-25","132","24","1","0","4","7","0","0"
"[object Object]","2020","Brandin Cooks","Texans","WR","15","45","12","12","12","0","107","-19","-19","126","23","1","2","0","1","0","0"
"[object Object]","2020","John Brown","Bills","WR","8","25","6","6","6","0","107","-14","-14","121","20","1","0","0","4","0","0"
"[object Object]","2020","Devin Duvernay","Ravens","WR","12","21","13","13","12","1","103","0","1","102","39","0","0","1","5","0","0"
"[object Object]","2020","Kareem Hunt","Browns","RB","13","23","14","14","13","1","101","-44","-39","140","71","0","5","2","7","0","0"
"[object Object]","2020","Logan Thomas","Football Team","TE","12","33","13","11","10","1","101","27","21","80","19","0","1","2","4","0","0"
"[object Object]","2020","Jakeem Grant","Dolphins","WR","12","24","9","9","9","0","97","4","4","93","32","0","2","2","5","0","0"
"[object Object]","2020","Justin Jackson","Chargers","RB","5","10","9","8","8","0","97","-41","-35","132","61","0","4","1","4","0","0"
"[object Object]","2020","Brandon Aiyuk","49ers","WR","12","38","14","12","12","0","96","-28","-20","116","22","1","1","2","6","0","0"
"[object Object]","2020","Jonathan Taylor","Colts","RB","9","19","12","12","12","0","96","-68","-68","164","52","0","2","0","3","0","0"
