"Rank","Season","Player","Team","Pos","Games","Routes Run","Tgts","Catchable","Rec","Drops","Yds","Intended Air Yards","Air Yards","YAC","YAContact","TDs","Brkn Tkls","Missed Tkls","First Downs","DPI","DPI Yards"
"[object Object]","2021","Tyler Lockett","Seahawks","WR","7","19","6","6","6","0","91","46","46","45","4","0","0","1","2","0","0"
"[object Object]","2021","Donovan Peoples-Jones","Browns","WR","3","3","1","0","1","0","57","57","57","0","0","1","0","0","1","0","0"
"[object Object]","2021","Brandin Cooks","Texans","WR","6","10","5","4","4","0","47","70","25","20","9","0","1","0","2","0","0"
"[object Object]","2021","Travis Homer","Seahawks","RB","4","10","4","3","3","0","46","9","6","40","17","0","0","1","2","0","0"
"[object Object]","2021","Pat Freiermuth","Steelers","TE","6","9","5","5","4","0","45","30","13","32","3","0","0","0","2","0","0"
"[object Object]","2021","Javonte Williams","Broncos","RB","5","8","2","2","2","0","44","21","21","23","9","0","1","0","1","0","0"
"[object Object]","2021","Rashod Bateman","Ravens","WR","4","9","3","3","3","0","39","33","33","6","3","0","0","0","1","0","0"
"[object Object]","2021","Gerald Everett","Seahawks","TE","7","17","4","3","3","0","35","27","14","21","5","0","0","1","2","0","0"
"[object Object]","2021","Mike Gesicki","Dolphins","TE","3","3","2","2","2","0","35","31","31","4","4","0","0","0","2","0","0"
"[object Object]","2021","CeeDee Lamb","Cowboys","WR","1","1","1","1","1","0","34","7","7","27","25","0","1","1","1","0","0"
"[object Object]","2021","Marvin Jones","Jaguars","WR","5","5","1","1","1","0","31","11","11","20","0","0","0","0","1","0","0"
"[object Object]","2021","Melvin Gordon","Broncos","RB","4","4","1","1","1","0","30","8","8","22","2","0","1","0","1","0","0"
"[object Object]","2021","Noah Fant","Broncos","TE","6","10","3","3","3","0","29","10","10","19","5","0","0","0","0","0","0"
"[object Object]","2021","Damiere Byrd","Bears","WR","5","12","2","2","2","0","28","14","14","14","0","0","0","0","1","0","0"
"[object Object]","2021","Keenan Allen","Chargers","WR","3","4","1","1","1","0","24","22","22","2","0","0","0","0","1","0","0"
"[object Object]","2021","Marquise Goodwin","Bears","WR","4","5","2","1","1","0","23","28","23","0","0","0","0","0","1","0","0"
"[object Object]","2021","Tyler Johnson","Buccaneers","WR","4","6","3","2","2","0","22","25","15","7","3","0","0","0","1","0","0"
"[object Object]","2021","Mike Evans","Buccaneers","WR","4","5","1","1","1","0","22","7","7","15","0","0","0","0","1","0","0"
"[object Object]","2021","Darius Slayton","Giants","WR","2","2","1","1","1","0","21","19","19","2","1","0","0","0","1","0","0"
"[object Object]","2021","Cole Kmet","Bears","TE","5","10","2","2","2","0","20","6","6","14","4","0","0","0","0","0","0"
"[object Object]","2021","Jerry Jeudy","Broncos","WR","6","8","3","2","2","0","19","46","17","2","1","0","0","0","2","0","0"
"[object Object]","2021","T.J. Hockenson","Lions","TE","4","5","2","2","2","0","19","14","14","5","2","0","0","0","2","0","0"
"[object Object]","2021","James Washington","Steelers","WR","4","6","2","1","1","0","19","23","17","2","0","0","0","0","1","0","0"
