"Rank","Season","Player","Team","Pos","Games","Routes Run","Tgts","Catchable","Rec","Drops","Yds","Intended Air Yards","Air Yards","YAC","YAContact","TDs","Brkn Tkls","Missed Tkls","First Downs","DPI","DPI Yards"
"[object Object]","2021","Braxton Berrios","Jets","WR","1","1","1","1","1","0","46","5","5","41","0","0","0","0","1","0","0"
"[object Object]","2021","C.J. Uzomah","Bengals","TE","2","2","1","1","1","0","32","15","15","17","0","0","0","0","1","0","0"
"[object Object]","2021","DK Metcalf","Seahawks","WR","2","2","2","1","1","0","31","72","27","4","2","0","0","0","1","0","0"
"[object Object]","2021","Chris Moore","Texans","WR","1","1","1","1","1","0","28","26","26","2","0","1","0","0","1","0","0"
"[object Object]","2021","K.J. Hamler","Broncos","WR","1","1","1","1","1","0","22","22","22","0","0","0","0","0","1","0","0"
"[object Object]","2021","Davante Adams","Packers","WR","1","1","1","1","1","0","17","7","7","10","0","1","0","0","1","0","0"
"[object Object]","2021","Dawson Knox","Bills","TE","1","2","1","1","1","0","15","13","13","2","0","0","0","0","1","0","0"
"[object Object]","2021","Zach Pascal","Colts","WR","1","1","1","1","1","0","15","11","11","4","1","0","0","0","1","0","0"
"[object Object]","2021","Justin Jefferson","Vikings","WR","1","1","1","1","1","0","13","13","13","0","0","0","0","0","1","0","0"
"[object Object]","2021","Cole Beasley","Bills","WR","1","2","2","1","1","0","12","11","4","8","2","0","0","0","1","0","0"
"[object Object]","2021","Mike Williams","Chargers","WR","2","2","1","1","1","0","12","12","12","0","0","1","0","0","1","0","0"
"[object Object]","2021","Mike Evans","Buccaneers","WR","1","2","1","1","1","0","11","12","12","-1","0","0","0","0","1","0","0"
"[object Object]","2021","Jimmy Graham","Bears","TE","1","1","1","1","1","0","11","10","10","1","0","0","0","0","1","0","0"
"[object Object]","2021","Michael Gallup","Cowboys","WR","1","1","1","1","1","0","10","-1","-1","11","7","0","0","0","1","0","0"
"[object Object]","2021","Darnell Mooney","Bears","WR","2","3","1","1","1","0","10","11","11","-1","0","0","0","0","1","0","0"
