"Rank","Season","Player","Team","Pos","Games","Routes Run","Tgts","Catchable","Rec","Drops","Yds","Intended Air Yards","Air Yards","YAC","YAContact","TDs","Brkn Tkls","Missed Tkls","First Downs","DPI","DPI Yards"
"[object Object]","2021","Austin Ekeler","Chargers","RB","8","12","5","5","4","0","25","18","14","11","2","2","0","0","2","0","0"
"[object Object]","2021","Chris Godwin","Buccaneers","WR","5","14","4","3","3","0","22","29","23","-1","-1","2","0","0","2","1","3"
"[object Object]","2021","George Kittle","49ers","TE","3","5","2","2","2","0","22","20","20","2","1","2","0","0","2","0","0"
"[object Object]","2021","Cordarrelle Patterson","Falcons","RB","3","4","2","2","2","0","21","13","13","8","0","2","0","0","2","0","0"
"[object Object]","2021","Keenan Allen","Chargers","WR","9","15","4","4","4","0","20","20","20","0","0","4","0","0","4","0","0"
"[object Object]","2021","Anthony Firkser","Titans","TE","6","6","2","2","2","0","20","19","19","1","0","2","0","0","2","0","0"
"[object Object]","2021","Travis Kelce","Chiefs","TE","7","10","2","2","2","0","19","10","10","9","6","2","1","0","2","0","0"
"[object Object]","2021","Zach Pascal","Colts","WR","6","10","4","2","2","0","18","32","18","0","0","2","0","0","2","0","0"
"[object Object]","2021","Hunter Henry","Patriots","TE","5","8","4","3","3","0","17","21","17","0","0","3","0","0","3","0","0"
"[object Object]","2021","Cooper Kupp","Rams","WR","7","16","3","2","2","0","16","20","16","0","0","2","0","0","2","0","0"
"[object Object]","2021","Dalton Schultz","Cowboys","TE","6","6","3","3","3","0","16","12","12","4","0","3","0","0","3","0","0"
"[object Object]","2021","Mark Andrews","Ravens","TE","8","12","3","3","2","0","16","23","16","0","0","2","0","0","2","0","0"
"[object Object]","2021","Antonio Gibson","Football Team","RB","6","6","3","3","3","0","15","0","0","15","4","2","0","0","2","0","0"
"[object Object]","2021","Josh Palmer","Chargers","WR","4","7","2","2","2","0","15","8","8","7","0","1","0","0","1","0","0"
"[object Object]","2021","Pat Freiermuth","Steelers","TE","7","8","1","1","1","0","15","15","15","0","0","1","0","0","1","0","0"
"[object Object]","2021","Jimmy Graham","Bears","TE","7","13","1","1","1","0","15","15","15","0","0","1","0","0","1","0","0"
"[object Object]","2021","Van Jefferson","Rams","WR","8","16","3","2","1","0","14","29","14","0","0","1","0","0","1","0","0"
"[object Object]","2021","Kyle Pitts","Falcons","TE","4","9","3","2","2","0","14","9","2","12","4","0","0","0","1","0","0"
"[object Object]","2021","Malik Turner","Cowboys","WR","2","2","2","2","2","0","14","10","10","4","3","2","0","0","2","0","0"
"[object Object]","2021","Nick Westbrook-Ikhine","Titans","WR","8","13","2","2","2","0","14","10","10","4","2","1","0","0","2","0","0"
"[object Object]","2021","Jerick McKinnon","Chiefs","RB","2","2","1","1","1","0","14","-5","-5","19","1","1","0","2","1","0","0"
"[object Object]","2021","Maxx Williams","Cardinals","TE","1","4","1","1","1","0","14","14","14","0","0","1","0","0","1","0","0"
"[object Object]","2021","Amari Cooper","Cowboys","WR","5","9","1","1","1","0","13","13","13","0","0","1","0","0","1","0","0"
"[object Object]","2021","Austin Hooper","Browns","TE","6","10","1","1","1","0","13","13","13","0","0","1","0","0","1","0","0"
"[object Object]","2021","Terry McLaurin","Football Team","WR","9","15","2","1","1","0","12","24","12","0","0","1","0","0","1","1","4"
"[object Object]","2021","Michael Pittman Jr.","Colts","WR","6","10","1","1","1","0","12","7","7","5","1","1","0","0","1","0","0"
"[object Object]","2021","Davante Adams","Packers","WR","8","10","3","1","1","0","11","17","11","0","0","1","0","0","1","0","0"
"[object Object]","2021","David Montgomery","Bears","RB","6","13","2","2","2","0","11","10","10","1","1","0","0","0","1","0","0"
"[object Object]","2021","Jamison Crowder","Jets","WR","5","5","2","2","2","0","11","8","8","3","1","1","0","0","1","0","0"
"[object Object]","2021","Melvin Gordon","Broncos","RB","5","6","2","2","2","0","11","7","7","4","1","0","0","0","0","0","0"
"[object Object]","2021","Sammy Watkins","Ravens","WR","2","3","2","2","2","0","11","11","11","0","0","1","0","0","1","0","0"
"[object Object]","2021","Brandin Cooks","Texans","WR","6","7","1","1","1","0","11","5","5","6","0","0","0","0","1","0","0"
"[object Object]","2021","Antony Auclair","Texans","TE","2","2","1","1","1","0","11","11","11","0","0","1","0","0","1","0","0"
"[object Object]","2021","Gerald Everett","Seahawks","TE","8","12","3","2","2","0","10","14","5","5","0","2","0","0","2","0","0"
"[object Object]","2021","DJ Moore","Panthers","WR","4","7","2","2","1","0","10","15","10","0","0","1","0","0","1","0","0"
"[object Object]","2021","DeVonta Smith","Eagles","WR","5","6","2","1","1","0","10","22","10","0","0","0","0","0","0","1","9"
"[object Object]","2021","Hunter Renfrow","Raiders","WR","6","6","2","1","1","0","10","16","10","0","0","1","0","0","1","0","0"
"[object Object]","2021","Javonte Williams","Broncos","RB","4","6","1","1","1","0","10","5","5","5","2","0","0","0","0","0","0"
"[object Object]","2021","Jeremy McNichols","Titans","RB","2","3","1","1","1","0","10","4","4","6","0","1","0","0","1","0","0"
"[object Object]","2021","Nyheim Hines","Colts","RB","4","5","1","1","1","0","10","9","9","1","0","0","0","0","0","0","0"
"[object Object]","2021","Mack Hollins","Dolphins","WR","5","6","4","3","2","0","9","25","9","0","0","2","0","0","2","0","0"
"[object Object]","2021","Darnell Mooney","Bears","WR","5","14","4","2","2","0","9","21","9","0","0","2","0","0","2","0","0"
"[object Object]","2021","Chase Claypool","Steelers","WR","4","8","3","2","2","0","9","14","4","5","2","0","0","0","1","1","4"
"[object Object]","2021","Justin Jefferson","Vikings","WR","6","9","2","1","1","0","9","10","7","2","0","1","0","0","1","0","0"
"[object Object]","2021","Jaylen Waddle","Dolphins","WR","9","10","1","1","1","0","9","9","9","0","0","1","0","0","1","0","0"
"[object Object]","2021","Jamal Agnew","Jaguars","WR","3","3","1","1","1","0","9","9","9","0","0","1","0","0","1","0","0"
"[object Object]","2021","Joe Mixon","Bengals","RB","5","7","1","1","1","0","9","1","1","8","2","1","0","0","1","0","0"
"[object Object]","2021","Mike Evans","Buccaneers","WR","8","17","3","2","1","0","8","22","8","0","0","1","0","0","1","0","0"
