"Rank","Season","Player","Team","Pos","Games","Routes Run","Tgts","Catchable","Rec","Drops","Yds","Intended Air Yards","Air Yards","YAC","YAContact","TDs","Brkn Tkls","Missed Tkls","First Downs","DPI","DPI Yards"
"[object Object]","2020","Marvin Jones","Lions","WR","13","21","18","14","11","2","221","385","171","50","34","1","1","1","10","3","59"
"[object Object]","2020","Calvin Ridley","Falcons","WR","8","15","15","10","8","2","217","339","173","44","9","1","0","0","7","0","0"
"[object Object]","2020","Adam Thielen","Vikings","WR","9","13","13","10","9","0","208","223","164","44","8","2","0","1","9","0","0"
"[object Object]","2020","Travis Kelce","Chiefs","TE","9","12","12","9","9","0","197","170","135","62","50","0","2","1","9","0","0"
"[object Object]","2020","Jalen Guyton","Chargers","WR","7","11","10","7","6","1","194","250","127","67","52","1","1","0","5","1","13"
"[object Object]","2020","Chris Godwin","Buccaneers","WR","7","8","8","8","7","0","190","181","162","28","15","2","0","0","7","0","0"
"[object Object]","2020","Stefon Diggs","Bills","WR","10","12","12","11","10","1","185","178","158","27","19","0","1","1","8","0","0"
"[object Object]","2020","Breshad Perriman","Jets","WR","5","8","8","6","6","0","180","149","118","62","10","1","1","0","6","0","0"
"[object Object]","2020","Tyron Johnson","Chargers","WR","6","7","7","6","6","0","179","195","151","28","22","1","0","1","5","0","0"
"[object Object]","2020","Justin Jefferson","Vikings","WR","6","10","9","7","6","0","164","143","107","57","37","0","1","1","6","1","18"
"[object Object]","2020","Tyler Lockett","Seahawks","WR","8","14","14","11","8","1","163","287","145","18","2","2","0","0","8","0","0"
"[object Object]","2020","Mike Evans","Buccaneers","WR","6","10","9","8","8","0","156","201","126","30","19","1","1","1","8","2","50"
"[object Object]","2020","Davante Adams","Packers","WR","7","9","9","7","7","0","142","139","104","38","18","1","0","1","7","0","0"
"[object Object]","2020","DJ Chark Jr","Jaguars","WR","8","12","12","9","8","1","139","224","126","13","8","0","0","0","6","0","0"
"[object Object]","2020","DK Metcalf","Seahawks","WR","8","12","10","10","7","1","136","264","119","17","8","1","0","3","7","2","63"
"[object Object]","2020","Robby Anderson","Panthers","WR","6","8","8","4","4","0","132","158","66","66","55","1","0","1","4","0","0"
"[object Object]","2020","Michael Thomas","Saints","WR","4","9","9","8","8","0","118","130","110","8","4","0","0","0","7","0","0"
"[object Object]","2020","DJ Moore","Panthers","WR","5","8","8","6","5","0","116","166","111","5","0","0","0","0","5","0","0"
"[object Object]","2020","Tre'Quan Smith","Saints","WR","5","8","8","7","7","0","114","82","72","42","28","3","1","1","6","0","0"
"[object Object]","2020","Richie James Jr.","49ers","WR","3","6","5","5","4","0","113","106","78","35","12","0","1","0","4","1","12"
"[object Object]","2020","Emmanuel Sanders","Saints","WR","6","9","9","6","6","0","112","121","87","25","7","0","0","0","5","0","0"
"[object Object]","2020","A.J. Brown","Titans","WR","8","10","9","7","5","0","106","192","87","19","9","0","0","0","5","1","39"
"[object Object]","2020","Irv Smith","Vikings","TE","7","10","10","6","6","0","103","109","85","18","13","0","0","1","4","0","0"
"[object Object]","2020","Nelson Agholor","Raiders","WR","7","10","9","7","4","2","103","162","86","17","3","1","0","1","4","1","10"
"[object Object]","2020","Tyreek Hill","Chiefs","WR","7","7","7","4","4","0","103","173","91","12","36","2","0","0","3","0","0"
"[object Object]","2020","Cooper Kupp","Rams","WR","9","12","11","9","8","0","101","113","73","28","12","1","1","1","6","1","22"
"[object Object]","2020","Corey Davis","Titans","WR","4","4","4","2","2","0","99","113","55","44","23","1","0","1","2","0","0"
"[object Object]","2020","Amari Cooper","Cowboys","WR","4","5","5","4","3","1","96","102","72","24","7","0","0","0","3","0","0"
"[object Object]","2020","Latavius Murray","Saints","RB","8","9","9","9","9","0","95","-9","-9","104","27","0","1","1","5","0","0"
"[object Object]","2020","Curtis Samuel","Panthers","WR","3","4","4","4","4","0","92","85","85","7","0","0","0","0","4","0","0"
"[object Object]","2020","Allen Robinson","Bears","WR","4","5","5","4","4","0","89","83","70","19","11","0","1","0","4","0","0"
"[object Object]","2020","Julio Jones","Falcons","WR","2","4","4","3","3","0","87","80","64","23","13","0","0","1","3","0","0"
"[object Object]","2020","Allen Lazard","Packers","WR","3","3","3","3","2","0","82","66","51","31","3","0","0","0","2","0","0"
"[object Object]","2020","Gabriel Davis","Bills","WR","3","3","3","3","2","0","82","74","62","20","8","2","1","0","2","0","0"
"[object Object]","2020","Jarvis Landry","Browns","WR","4","7","7","5","5","0","81","78","47","34","13","1","0","0","5","0","0"
"[object Object]","2020","Tyler Higbee","Rams","TE","5","5","5","5","4","0","79","66","51","28","12","1","0","0","4","0","0"
