"Rank","Season","Player","Team","Pos","Games","Routes Run","Tgts","Catchable","Rec","Drops","Yds","Intended Air Yards","Air Yards","YAC","YAContact","TDs","Brkn Tkls","Missed Tkls","First Downs","DPI","DPI Yards"
"[object Object]","2020","Jakobi Meyers","Patriots","WR","12","60","15","11","11","0","193","213","165","28","8","0","0","0","9","0","0"
"[object Object]","2020","Julio Jones","Falcons","WR","9","61","11","11","9","1","172","166","141","31","18","0","0","1","9","0","0"
"[object Object]","2020","Justin Jefferson","Vikings","WR","16","66","14","12","11","0","169","137","114","55","38","1","1","1","7","0","0"
"[object Object]","2020","A.J. Brown","Titans","WR","14","62","15","12","10","1","166","172","95","71","55","1","7","2","9","0","0"
"[object Object]","2020","DJ Moore","Panthers","WR","15","67","16","10","10","0","150","209","132","18","2","0","1","1","10","0","0"
"[object Object]","2020","Marvin Jones","Lions","WR","16","80","18","13","12","0","148","210","131","17","12","1","0","2","12","0","0"
"[object Object]","2020","Tee Higgins","Bengals","WR","15","78","15","13","11","0","142","107","80","62","37","2","3","1","8","0","0"
"[object Object]","2020","Brandin Cooks","Texans","WR","15","96","14","11","9","0","139","152","114","25","8","0","0","0","8","0","0"
"[object Object]","2020","Emmanuel Sanders","Saints","WR","14","32","8","7","7","0","139","130","113","26","5","0","0","0","7","0","0"
"[object Object]","2020","DK Metcalf","Seahawks","WR","16","56","10","9","6","3","131","132","77","54","4","2","0","1","6","0","0"
"[object Object]","2020","Corey Davis","Titans","WR","13","40","9","8","7","1","126","112","84","42","12","1","1","0","7","0","0"
"[object Object]","2020","Jerry Jeudy","Broncos","WR","16","63","13","9","6","2","124","165","84","40","16","0","1","0","6","0","0"
"[object Object]","2020","Davante Adams","Packers","WR","13","40","12","9","8","0","123","150","92","31","10","0","0","2","8","0","0"
"[object Object]","2020","Mike Evans","Buccaneers","WR","16","98","10","9","7","1","116","112","86","30","13","1","1","0","7","1","6"
"[object Object]","2020","Darius Slayton","Giants","WR","15","48","10","9","6","1","113","143","94","19","0","0","0","0","6","0","0"
"[object Object]","2020","Darren Waller","Raiders","TE","15","44","10","10","7","2","103","114","75","28","6","0","0","0","7","0","0"
"[object Object]","2020","Keenan Allen","Chargers","WR","12","49","11","9","8","0","102","132","79","23","18","0","0","2","5","0","0"
"[object Object]","2020","Mark Andrews","Ravens","TE","13","34","9","7","7","0","102","87","67","35","18","1","1","0","6","0","0"
"[object Object]","2020","Tre'Quan Smith","Saints","WR","14","47","7","6","4","0","99","86","61","38","28","0","2","2","4","0","0"
"[object Object]","2020","Michael Thomas","Saints","WR","7","30","7","6","6","0","97","98","86","11","8","0","0","0","6","0","0"
"[object Object]","2020","DeVante Parker","Dolphins","WR","12","38","10","8","7","1","95","78","63","32","17","0","0","1","6","0","0"
"[object Object]","2020","Tyler Boyd","Bengals","WR","13","53","9","8","8","0","89","87","72","17","4","0","0","0","4","0","0"
"[object Object]","2020","Marquise Brown","Ravens","WR","15","42","8","6","5","1","89","128","75","14","3","0","0","0","4","0","0"
"[object Object]","2020","Laviska Shenault","Jaguars","WR","10","27","6","6","6","0","89","55","55","34","8","0","0","0","4","0","0"
"[object Object]","2020","Breshad Perriman","Jets","WR","9","32","6","4","3","1","87","60","27","60","9","0","0","1","2","0","0"
"[object Object]","2020","Sterling Shepard","Giants","WR","10","24","4","4","4","0","87","61","61","26","20","0","2","0","4","0","0"
"[object Object]","2020","Brandon Aiyuk","49ers","WR","12","62","12","7","5","2","86","132","54","32","14","0","1","1","5","0","0"
"[object Object]","2020","Rashard Higgins","Browns","WR","9","18","5","5","5","0","86","77","77","9","1","0","0","0","4","0","0"
"[object Object]","2020","Cole Beasley","Bills","WR","14","40","7","7","6","1","85","84","72","13","11","0","0","1","5","0","0"
