"Rank","Season","Player","Team","Pos","Games","Routes Run","Tgts","Catchable","Rec","Drops","Yds","Intended Air Yards","Air Yards","YAC","YAContact","TDs","Brkn Tkls","Missed Tkls","First Downs","DPI","DPI Yards"
"[object Object]","2021","A.J. Dillon","Packers","RB","14","45","15","15","15","0","201","28","28","173","88","1","4","0","9","0","0"
"[object Object]","2021","Noah Fant","Broncos","TE","16","73","20","16","16","0","168","44","39","129","41","0","0","4","8","0","0"
"[object Object]","2021","Darrel Williams","Chiefs","RB","17","100","23","21","20","1","161","-6","-5","166","41","0","2","2","8","0","0"
"[object Object]","2021","Jared Cook","Chargers","TE","16","77","16","16","13","2","133","47","29","104","22","0","0","0","6","0","0"
"[object Object]","2021","Najee Harris","Steelers","RB","17","82","22","22","19","2","122","-17","-16","138","81","1","11","7","6","0","0"
"[object Object]","2021","C.J. Uzomah","Bengals","TE","15","71","17","17","16","1","122","30","27","95","35","0","2","4","5","0","0"
"[object Object]","2021","Leonard Fournette","Buccaneers","RB","14","77","20","20","19","1","120","7","5","115","60","2","4","3","10","0","0"
"[object Object]","2021","Tony Pollard","Cowboys","RB","13","39","13","13","13","0","120","10","10","110","51","0","2","1","6","0","0"
"[object Object]","2021","Michael Carter","Jets","RB","13","54","17","14","13","1","110","4","3","107","47","0","3","2","7","0","0"
"[object Object]","2021","Dallas Goedert","Eagles","TE","15","41","11","11","9","2","107","25","18","89","37","0","3","1","6","0","0"
"[object Object]","2021","Donald Parham","Chargers","TE","13","29","11","11","10","0","106","14","13","93","24","2","1","2","7","0","0"
"[object Object]","2021","Joe Mixon","Bengals","RB","14","61","17","17","16","0","103","-14","-15","118","23","2","3","1","5","0","0"
"[object Object]","2021","Dalton Schultz","Cowboys","TE","16","50","14","13","11","0","103","25","19","84","23","4","0","5","6","0","0"
"[object Object]","2021","Tyler Conklin","Vikings","TE","17","71","20","17","16","1","99","30","33","66","20","0","0","1","3","0","0"
"[object Object]","2021","Ty Johnson","Jets","RB","15","61","12","11","10","1","97","14","14","83","19","0","0","0","6","0","0"
"[object Object]","2021","Cole Kmet","Bears","TE","17","90","15","12","11","0","96","16","15","81","41","0","1","1","3","0","0"
"[object Object]","2021","Aaron Jones","Packers","RB","15","68","18","18","17","0","95","5","7","88","27","2","1","1","7","0","0"
"[object Object]","2021","Nyheim Hines","Colts","RB","13","52","10","9","7","0","93","8","5","78","23","0","0","2","5","0","0"
"[object Object]","2021","Mike Davis","Falcons","RB","17","86","15","14","13","1","81","-25","-28","109","39","0","3","4","4","0","0"
"[object Object]","2021","Austin Ekeler","Chargers","RB","16","88","11","10","10","0","79","8","7","72","14","0","1","0","5","0","0"
"[object Object]","2021","David Montgomery","Bears","RB","13","60","14","13","12","0","77","18","16","61","22","0","1","2","2","0","0"
"[object Object]","2021","Rob Gronkowski","Buccaneers","TE","11","39","10","10","10","0","70","-1","-1","71","24","2","1","0","3","0","0"
"[object Object]","2021","George Kittle","49ers","TE","14","37","9","8","8","0","69","3","5","64","28","0","2","2","3","0","0"
"[object Object]","2021","Pat Freiermuth","Steelers","TE","12","42","11","11","10","1","67","0","1","66","35","0","3","2","3","0","0"
"[object Object]","2021","Jonnu Smith","Patriots","TE","13","27","8","8","8","0","67","18","18","49","24","0","1","0","4","0","0"
"[object Object]","2021","Alvin Kamara","Saints","RB","12","37","6","6","5","0","66","8","7","59","14","2","1","0","3","0","0"
"[object Object]","2021","Kyle Rudolph","Giants","TE","12","38","12","10","10","0","63","19","7","56","20","0","1","1","2","0","0"
"[object Object]","2021","Dawson Knox","Bills","TE","15","92","12","11","11","0","61","8","5","56","9","1","1","0","3","0","0"
"[object Object]","2021","J.D. McKissic","Football Team","RB","10","31","6","6","6","0","60","-9","-9","69","7","0","0","1","3","0","0"
"[object Object]","2021","Josiah Deguara","Packers","TE","13","42","9","8","8","0","59","9","10","49","15","0","0","0","3","0","0"
"[object Object]","2021","K.J. Osborn","Vikings","WR","11","28","9","8","8","0","58","26","24","34","18","0","1","0","1","0","0"
"[object Object]","2021","Dan Arnold","2 teams","TE","8","22","7","7","7","0","58","21","21","37","15","0","0","0","4","0","0"
"[object Object]","2021","Myles Gaskin","Dolphins","RB","12","53","21","20","20","0","56","-15","-16","72","22","1","2","3","3","0","0"
"[object Object]","2021","Geoff Swaim","Titans","TE","14","31","9","9","9","0","56","12","12","44","3","1","0","0","5","0","0"
"[object Object]","2021","Albert Okwuegbunam","Broncos","TE","12","22","8","8","8","0","56","-4","-4","60","22","0","0","1","4","0","0"
"[object Object]","2021","Dalvin Cook","Vikings","RB","13","46","8","8","6","1","55","5","2","53","19","0","1","0","2","0","0"
"[object Object]","2021","Ezekiel Elliott","Cowboys","RB","15","72","17","14","13","0","54","18","19","35","9","1","0","0","3","0","0"
"[object Object]","2021","Foster Moreau","Raiders","TE","13","37","11","11","9","0","54","7","5","49","20","0","1","2","3","0","0"
"[object Object]","2021","Brandon Bolden","Patriots","RB","14","45","6","6","5","1","54","2","5","49","18","1","1","0","3","0","0"
"[object Object]","2021","Kyle Juszczyk","49ers","FB","16","66","4","4","4","0","54","17","17","37","2","0","0","1","3","0","0"
"[object Object]","2021","Marcedes Lewis","Packers","TE","12","27","7","7","6","0","52","10","9","43","29","0","3","3","2","0","0"
"[object Object]","2021","Chase Edmonds","Cardinals","RB","9","27","8","6","6","0","45","-18","-11","56","18","0","0","3","1","0","0"
"[object Object]","2021","Nick Chubb","Browns","RB","14","44","8","7","6","0","45","13","7","38","18","1","1","0","4","0","0"
"[object Object]","2021","Ryan Griffin","Jets","TE","14","45","7","7","6","1","45","12","12","33","8","0","0","0","1","0","0"
"[object Object]","2021","Darren Waller","Raiders","TE","10","28","7","5","4","1","45","27","16","29","4","0","0","0","1","0","0"
"[object Object]","2021","JaMycal Hasty","49ers","RB","10","25","7","7","7","0","45","5","5","40","11","0","0","2","2","0","0"
"[object Object]","2021","Tommy Tremble","Panthers","TE","13","30","7","6","6","0","45","13","13","32","12","0","0","1","2","0","0"
"[object Object]","2021","Miles Sanders","Eagles","RB","11","52","11","10","8","1","44","17","7","37","3","0","0","0","1","0","0"
"[object Object]","2021","Javonte Williams","Broncos","RB","16","49","11","8","7","1","44","19","7","37","14","1","0","1","2","0","0"
"[object Object]","2021","Jamaal Williams","Lions","RB","11","24","7","7","7","0","44","-2","-2","46","17","0","1","1","1","0","0"
"[object Object]","2021","Marquise Brown","Ravens","WR","8","15","6","6","6","0","44","-9","-9","53","20","0","1","0","1","0","0"
"[object Object]","2021","D'Onta Foreman","Titans","RB","7","14","3","3","3","0","44","9","9","35","8","0","0","0","3","0","0"
"[object Object]","2021","Hunter Renfrow","Raiders","WR","16","36","8","8","8","0","43","2","2","41","18","0","0","2","3","0","0"
"[object Object]","2021","Chuba Hubbard","Panthers","RB","10","24","7","7","6","1","43","7","6","37","11","0","0","0","3","0","0"
