"Rank","Season","Player","Team","Pos","Games","Routes Run","Tgts","Catchable","Rec","Drops","Yds","Intended Air Yards","Air Yards","YAC","YAContact","TDs","Brkn Tkls","Missed Tkls","First Downs","DPI","DPI Yards"
"[object Object]","2021","Marquise Brown","Ravens","WR","16","131","40","33","31","1","281","250","199","82","34","0","0","3","15","0","0"
"[object Object]","2021","Stefon Diggs","Bills","WR","17","183","38","34","29","1","252","284","201","51","31","0","1","6","15","3","24"
"[object Object]","2021","Cole Beasley","Bills","WR","16","156","39","33","30","2","246","198","144","102","30","0","0","2","11","0","0"
"[object Object]","2021","Darnell Mooney","Bears","WR","17","144","37","30","22","4","240","356","194","46","29","0","2","2","11","2","32"
"[object Object]","2021","Tyreek Hill","Chiefs","WR","17","107","24","21","18","2","231","215","165","66","35","0","0","5","12","0","0"
"[object Object]","2021","CeeDee Lamb","Cowboys","WR","16","87","25","22","20","1","229","219","163","66","36","0","5","1","16","3","22"
"[object Object]","2021","Mark Andrews","Ravens","TE","17","152","28","20","20","0","225","213","158","67","34","0","2","0","16","0","0"
"[object Object]","2021","Travis Kelce","Chiefs","TE","16","151","30","23","21","2","206","182","108","98","55","1","4","4","11","0","0"
"[object Object]","2021","Hunter Renfrow","Raiders","WR","17","104","28","26","26","0","204","138","130","74","35","1","0","5","10","0","0"
"[object Object]","2021","Cooper Kupp","Rams","WR","17","106","29","26","25","0","197","156","131","66","25","1","2","2","11","1","6"
"[object Object]","2021","Mike Williams","Chargers","WR","16","91","26","22","20","0","186","199","138","48","33","1","0","1","16","0","0"
"[object Object]","2021","A.J. Green","Cardinals","WR","16","112","22","20","17","1","183","166","137","46","31","0","1","4","9","0","0"
"[object Object]","2021","Michael Pittman Jr.","Colts","WR","17","114","23","20","18","1","182","147","116","66","32","0","2","2","9","0","0"
"[object Object]","2021","Marvin Jones","Jaguars","WR","17","117","31","26","22","1","178","237","155","23","19","0","0","1","9","0","0"
"[object Object]","2021","Brandin Cooks","Texans","WR","16","69","24","22","21","0","178","187","153","23","9","0","0","1","5","1","6"
"[object Object]","2021","Courtland Sutton","Broncos","WR","17","111","22","21","20","0","178","166","149","29","10","0","0","1","9","0","0"
"[object Object]","2021","Emmanuel Sanders","Bills","WR","14","121","19","15","13","1","175","209","140","35","16","0","0","0","9","0","0"
"[object Object]","2021","DeVonta Smith","Eagles","WR","16","86","21","19","16","1","173","179","126","47","19","0","0","4","8","1","10"
"[object Object]","2021","Keenan Allen","Chargers","WR","16","114","30","28","20","3","170","179","127","43","13","2","0","0","9","0","0"
"[object Object]","2021","Amon-Ra St. Brown","Lions","WR","17","85","22","21","21","0","162","130","126","36","24","4","0","1","8","0","0"
"[object Object]","2021","Ja'Marr Chase","Bengals","WR","17","84","21","17","11","5","159","137","57","102","60","0","1","2","7","0","0"
"[object Object]","2021","Jamison Crowder","Jets","WR","12","62","17","16","15","0","158","105","95","63","31","0","1","3","7","0","0"
"[object Object]","2021","Justin Jefferson","Vikings","WR","17","63","18","14","14","0","157","176","140","17","9","1","0","0","9","0","0"
"[object Object]","2021","A.J. Brown","Titans","WR","12","44","15","14","13","1","154","151","134","20","6","1","0","0","7","0","0"
"[object Object]","2021","Dalton Schultz","Cowboys","TE","16","114","19","19","17","0","153","105","94","59","31","1","2","1","6","0","0"
"[object Object]","2021","Rashod Bateman","Ravens","WR","12","94","20","19","19","0","151","106","99","52","18","0","1","1","9","0","0"
"[object Object]","2021","Mike Evans","Buccaneers","WR","16","85","21","17","15","0","145","169","112","33","22","1","1","0","8","0","0"
"[object Object]","2021","Pat Freiermuth","Steelers","TE","16","67","15","15","14","0","143","103","93","50","24","0","1","0","11","0","0"
"[object Object]","2021","Tim Patrick","Broncos","WR","16","87","18","13","13","0","138","121","79","59","31","0","1","3","6","0","0"
"[object Object]","2021","DJ Moore","Panthers","WR","16","72","18","15","12","1","130","151","97","33","14","0","0","1","6","0","0"
