"Rank","Season","Player","Team","Pos","Games","Routes Run","Tgts","Catchable","Rec","Drops","Yds","Intended Air Yards","Air Yards","YAC","YAContact","TDs","Brkn Tkls","Missed Tkls","First Downs","DPI","DPI Yards"
"[object Object]","2021","Christian Kirk","Cardinals","WR","16","41","8","6","5","0","164","201","139","25","20","2","1","1","5","0","0"
"[object Object]","2021","Cooper Kupp","Rams","WR","16","31","13","7","6","0","159","266","126","33","9","1","1","0","6","0","0"
"[object Object]","2021","Justin Jefferson","Vikings","WR","17","56","9","6","5","0","134","226","104","30","5","1","0","0","5","0","0"
"[object Object]","2021","Tyler Lockett","Seahawks","WR","14","33","7","5","4","0","134","234","118","16","2","2","0","0","4","1","24"
"[object Object]","2021","K.J. Osborn","Vikings","WR","16","34","7","4","4","0","129","191","108","21","0","2","0","0","4","0","0"
"[object Object]","2021","Keenan Allen","Chargers","WR","12","23","7","5","5","0","129","135","105","24","6","0","0","0","5","0","0"
"[object Object]","2021","Marvin Jones","Jaguars","WR","17","39","9","6","5","0","114","192","99","15","7","0","0","0","5","0","0"
"[object Object]","2021","Brandin Cooks","Texans","WR","15","35","8","4","4","0","114","216","102","12","4","0","0","0","4","0","0"
"[object Object]","2021","Marquez Valdes-Scantling","Packers","WR","9","16","6","5","4","0","110","121","98","12","2","1","0","0","4","0","0"
"[object Object]","2021","Michael Pittman Jr.","Colts","WR","15","28","5","4","4","0","100","103","86","14","12","1","0","0","4","1","30"
"[object Object]","2021","Travis Kelce","Chiefs","TE","7","10","3","2","2","0","96","49","33","63","37","0","0","2","2","0","0"
"[object Object]","2021","Jaylen Waddle","Dolphins","WR","11","17","4","4","3","0","94","110","90","4","0","0","0","0","3","0","0"
"[object Object]","2021","Tyler Higbee","Rams","TE","11","22","6","5","4","0","91","97","65","26","9","1","0","0","4","0","0"
"[object Object]","2021","Hunter Henry","Patriots","TE","13","25","8","5","4","0","89","149","75","14","6","1","0","0","4","0","0"
"[object Object]","2021","Dallas Goedert","Eagles","TE","8","21","4","4","4","0","89","98","76","13","4","0","0","0","4","1","21"
"[object Object]","2021","Gerald Everett","Seahawks","TE","11","14","4","3","3","0","81","65","56","25","22","1","2","1","3","0","0"
"[object Object]","2021","Mo Alie-Cox","Colts","TE","14","26","9","6","4","0","80","177","68","12","0","2","0","0","4","0","0"
"[object Object]","2021","Jack Doyle","Colts","TE","9","14","5","3","3","0","80","99","60","20","2","0","0","0","3","1","24"
"[object Object]","2021","Deonte Harty","Saints","WR","5","7","3","2","2","0","76","89","67","9","0","1","0","0","2","0","0"
"[object Object]","2021","Mike Evans","Buccaneers","WR","14","29","4","3","3","0","74","97","72","2","2","2","0","0","3","1","39"
"[object Object]","2021","Davante Adams","Packers","WR","15","27","4","3","2","0","72","114","52","20","13","0","0","0","2","1","32"
"[object Object]","2021","Tyreek Hill","Chiefs","WR","13","32","4","3","3","0","72","113","60","12","1","0","0","0","3","1","30"
"[object Object]","2021","Courtland Sutton","Broncos","WR","10","14","3","2","2","0","69","83","58","11","4","0","0","0","2","0","0"
"[object Object]","2021","Jalen Guyton","Chargers","WR","9","14","2","2","2","0","66","62","62","4","4","1","0","0","2","1","44"
"[object Object]","2021","Olamide Zaccheaus","Falcons","WR","14","28","4","4","3","1","64","78","60","4","4","1","0","0","3","0","0"
"[object Object]","2021","Byron Pringle","Chiefs","WR","12","22","3","3","2","1","64","75","51","13","4","0","0","0","2","0","0"
"[object Object]","2021","Kyle Pitts","Falcons","TE","11","27","7","4","3","0","58","111","45","13","4","0","0","0","3","0","0"
